,FullName,University,SubField,Bachelors,Doctorate,GoogleScholar,Drafty
4589,Rob Fergus,New York University,vision,University of Cambridge,University of Oxford,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Rob+Fergus&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Rob%20Fergus&searchCol=0&searchVal=Rob%20Fergus
4590,Paul D. Seymour,Princeton University,graph,University of Oxford,University of Oxford,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Paul+D.+Seymour&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Paul%20D.%20Seymour&searchCol=0&searchVal=Paul%20D.%20Seymour
4591,Richard T. Vaughan,Simon Fraser University,ai,University of Sussex,University of Oxford,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Richard+T.+Vaughan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Richard%20T.%20Vaughan&searchCol=0&searchVal=Richard%20T.%20Vaughan
4592,Kenneth W. Regan,University at Buffalo,log,Princeton University,University of Oxford,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Kenneth+W.+Regan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Kenneth%20W.%20Regan&searchCol=0&searchVal=Kenneth%20W.%20Regan
4593,David A. Forsyth,University of Illinois at Urbana-Champaign,vision,University of the Witwatersrand,University of Oxford,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=David+A.+Forsyth&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_David%20A.%20Forsyth&searchCol=0&searchVal=David%20A.%20Forsyth
4594,Lu Feng,University of Virginia,robotics,Beijing University of Posts and Telecommunications,University of Oxford,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Lu+Feng&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Lu%20Feng&searchCol=0&searchVal=Lu%20Feng
4595,Roman Garnett,Washington University in St. Louis,mlmining,Washington University in St. Louis,University of Oxford,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Roman+Garnett&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Roman%20Garnett&searchCol=0&searchVal=Roman%20Garnett
4596,Shangtong Zhang,University of Virginia,ai,Fudan University,University of Oxford,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Shangtong+Zhang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Shangtong%20Zhang&searchCol=0&searchVal=Shangtong%20Zhang
4597,Lutz Hamel,University of Rhode Island,plan,University of Rhode Island,University of Oxford,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Lutz+Hamel&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Lutz%20Hamel&searchCol=0&searchVal=Lutz%20Hamel
4598,Le Song,Georgia Institute of Technology,mlmining,South China University of Technology,University of Sydney,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Le+Song&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Le%20Song&searchCol=0&searchVal=Le%20Song
4599,Ling Liu,Georgia Institute of Technology,hpc,Renmin University of China,Tilburg University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ling+Liu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ling%20Liu&searchCol=0&searchVal=Ling%20Liu
4600,Qirun Zhang,Georgia Institute of Technology,plan,Zhejiang University,The Chinese University of Hong Kong,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Qirun+Zhang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Qirun%20Zhang&searchCol=0&searchVal=Qirun%20Zhang
4601,Xiao Fu,Oregon State University,mlmining,University of Science and Technology of China,The Chinese University of Hong Kong,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Xiao+Fu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Xiao%20Fu&searchCol=0&searchVal=Xiao%20Fu
4602,Qian Zhang,"University of California, Riverside",soft,Northeast Normal University,The Chinese University of Hong Kong,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Qian+Zhang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Qian%20Zhang&searchCol=0&searchVal=Qian%20Zhang
4603,Thomas Ploetz,Georgia Institute of Technology,chi,Baden-Württemberg Cooperative State University,Bielefeld University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Thomas+Ploetz&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Thomas%20Ploetz&searchCol=0&searchVal=Thomas%20Ploetz
4604,Leslie G. Valiant,Harvard University,act,University of Cambridge,University of Warwick,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Leslie+G.+Valiant&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Leslie%20G.%20Valiant&searchCol=0&searchVal=Leslie%20G.%20Valiant
4605,Ashutosh Trivedi,University of Colorado Boulder,sec,"Visvesvaraya National Institute of Technology, Nagpur",University of Warwick,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ashutosh+Trivedi&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ashutosh%20Trivedi&searchCol=0&searchVal=Ashutosh%20Trivedi
4606,Stratos Idreos,Harvard University,mod,Technical University of Crete,University of Amsterdam,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Stratos+Idreos&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Stratos%20Idreos&searchCol=0&searchVal=Stratos%20Idreos
4607,Daniel Leivant,Indiana University Bloomington,plan,Hebrew University of Jerusalem,University of Amsterdam,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Daniel+Leivant&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Daniel%20Leivant&searchCol=0&searchVal=Daniel%20Leivant
4608,Frank Tip,Northeastern University,soft,University of Amsterdam,University of Amsterdam,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Frank+Tip&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Frank%20Tip&searchCol=0&searchVal=Frank%20Tip
4609,Wim van Dam,"University of California, Santa Barbara",act,Radboud University Nijmegen,University of Amsterdam,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Wim+van+Dam&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Wim%20van%20Dam&searchCol=0&searchVal=Wim%20van%20Dam
4610,Mohammed El-Kebir,University of Illinois at Urbana-Champaign,bio,Eindhoven University of Technology,University of Amsterdam,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mohammed+El-Kebir&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mohammed%20El-Kebir&searchCol=0&searchVal=Mohammed%20El-Kebir
4611,Douglas Hofstadter,Indiana University Bloomington,ai,Stanford University,University of Oregon,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Douglas+Hofstadter&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Douglas%20Hofstadter&searchCol=0&searchVal=Douglas%20Hofstadter
4612,Chris Hundhausen,Washington State University,chi,Lawrence University,University of Oregon,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Chris+Hundhausen&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Chris%20Hundhausen&searchCol=0&searchVal=Chris%20Hundhausen
4613,Christopher D. Hundhausen,Oregon State University,chi,Lawrence University,University of Oregon,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Christopher+D.+Hundhausen&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Christopher%20D.%20Hundhausen&searchCol=0&searchVal=Christopher%20D.%20Hundhausen
4614,Juan Flores,University of Oregon,ai,Universidad Michoacana de San Nicolás de Hidalgo,University of Oregon,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Juan+Flores&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Juan%20Flores&searchCol=0&searchVal=Juan%20Flores
4615,Eduardo J. Izquierdo,Indiana University Bloomington,comm,Simón Bolívar University,University of Sussex,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Eduardo+J.+Izquierdo&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Eduardo%20J.%20Izquierdo&searchCol=0&searchVal=Eduardo%20J.%20Izquierdo
4616,Alan K. Mackworth,University of British Columbia,ai,University of Toronto,University of Sussex,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Alan+K.+Mackworth&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Alan%20K.%20Mackworth&searchCol=0&searchVal=Alan%20K.%20Mackworth
4617,Erik Stolterman,Indiana University Bloomington,chi,Aristotle University of Thessaloniki,Umeå University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Erik+Stolterman&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Erik%20Stolterman&searchCol=0&searchVal=Erik%20Stolterman
4618,Esfandiar Haghverdi,Indiana University Bloomington,act,Hacettepe University,University of Ottawa,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Esfandiar+Haghverdi&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Esfandiar%20Haghverdi&searchCol=0&searchVal=Esfandiar%20Haghverdi
4619,Rym Wenkstern,University of Texas at Dallas,soft,Tunis University,University of Ottawa,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Rym+Wenkstern&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Rym%20Wenkstern&searchCol=0&searchVal=Rym%20Wenkstern
4620,Haixu Tang,Indiana University Bloomington,bio,Nanjing University,Shanghai Institute of Biochemistry,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Haixu+Tang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Haixu%20Tang&searchCol=0&searchVal=Haixu%20Tang
4621,Michael A. McRobbie,Indiana University Bloomington,comm,University of Queensland,Australian National University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Michael+A.+McRobbie&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Michael%20A.%20McRobbie&searchCol=0&searchVal=Michael%20A.%20McRobbie
4622,William Steiger,Rutgers University,act,Massachusetts Institute of Technology,Australian National University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=William+Steiger&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_William%20Steiger&searchCol=0&searchVal=William%20Steiger
4623,Changyou Chen,University at Buffalo,mlmining,Fudan University,Australian National University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Changyou+Chen&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Changyou%20Chen&searchCol=0&searchVal=Changyou%20Chen
4624,David L. Poole,University of British Columbia,ai,Flinders University,Australian National University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=David+L.+Poole&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_David%20L.%20Poole&searchCol=0&searchVal=David%20L.%20Poole
4625,Xinhua Zhang,University of Illinois at Chicago,mlmining,Shanghai Jiao Tong University,Australian National University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Xinhua+Zhang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Xinhua%20Zhang&searchCol=0&searchVal=Xinhua%20Zhang
4626,Qin Zhang,Indiana University Bloomington,mlmining,Fudan University,Hong Kong University of Science and Technology,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Qin+Zhang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Qin%20Zhang&searchCol=0&searchVal=Qin%20Zhang
4627,Jiangchuan Liu,Simon Fraser University,comm,Tsinghua University,Hong Kong University of Science and Technology,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jiangchuan+Liu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jiangchuan%20Liu&searchCol=0&searchVal=Jiangchuan%20Liu
4628,Ping Tan,Arizona State University,vision,Shanghai Jiao Tong University,Hong Kong University of Science and Technology,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ping+Tan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ping%20Tan&searchCol=0&searchVal=Ping%20Tan
4629,Jeff Huang,Texas A&M University,plan,National University of Defense Technology,Hong Kong University of Science and Technology,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jeff+Huang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jeff%20Huang&searchCol=0&searchVal=Jeff%20Huang
4630,Suining He,University of Connecticut,mlmining,Huazhong University of Science and Technology,Hong Kong University of Science and Technology,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Suining+He&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Suining%20He&searchCol=0&searchVal=Suining%20He
4631,Hao Wang,Rutgers University,mlmining,Shanghai Jiao Tong University,Hong Kong University of Science and Technology,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Hao+Wang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Hao%20Wang&searchCol=0&searchVal=Hao%20Wang
4632,Zhutian Chen,University of Minnesota,chi,South China University of Technology,Hong Kong University of Science and Technology,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Zhutian+Chen&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Zhutian%20Chen&searchCol=0&searchVal=Zhutian%20Chen
4633,Selma Sabanovic,Indiana University Bloomington,robotics,Boğaziçi University,Rensselaer Polytechnic Institute,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Selma+Sabanovic&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Selma%20Sabanovic&searchCol=0&searchVal=Selma%20Sabanovic
4634,Bolek Szymanski,Rensselaer Polytechnic Institute,soft,Warsaw University of Technology,Rensselaer Polytechnic Institute,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Bolek+Szymanski&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Bolek%20Szymanski&searchCol=0&searchVal=Bolek%20Szymanski
4635,Chao Chen,Stony Brook University,bio,Peking University,Rensselaer Polytechnic Institute,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Chao+Chen&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Chao%20Chen&searchCol=0&searchVal=Chao%20Chen
4636,Jinbo Bi,University of Connecticut,bio,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jinbo+Bi&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jinbo%20Bi&searchCol=0&searchVal=Jinbo%20Bi
4637,Hantao Zhang,University of Iowa,act,University of Science and Technology of China,Rensselaer Polytechnic Institute,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Hantao+Zhang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Hantao%20Zhang&searchCol=0&searchVal=Hantao%20Zhang
4638,Sujoy Sikdar,Binghamton University,ai,Sikkim Manipal Institute of Technology,Rensselaer Polytechnic Institute,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Sujoy+Sikdar&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Sujoy%20Sikdar&searchCol=0&searchVal=Sujoy%20Sikdar
4639,Dominic Difranzo,Lehigh University,chi,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Dominic+Difranzo&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Dominic%20Difranzo&searchCol=0&searchVal=Dominic%20Difranzo
4640,John Licato,University of South Florida,ai,University of South Alabama,Rensselaer Polytechnic Institute,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=John+Licato&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_John%20Licato&searchCol=0&searchVal=John%20Licato
4641,Shuang Wang,Indiana University Bloomington,bio,Dalian University of Technology,University of Oklahoma,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Shuang+Wang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Shuang%20Wang&searchCol=0&searchVal=Shuang%20Wang
4642,Brett McKinney,University of Tulsa,bio,University of Tulsa,University of Oklahoma,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Brett+McKinney&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Brett%20McKinney&searchCol=0&searchVal=Brett%20McKinney
4643,Yuzhen Ye,Indiana University Bloomington,bio,Nankai University,Chinese Academy of Sciences,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Yuzhen+Ye&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Yuzhen%20Ye&searchCol=0&searchVal=Yuzhen%20Ye
4644,Fuxin Li,Oregon State University,mlmining,Zhejiang University,Chinese Academy of Sciences,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Fuxin+Li&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Fuxin%20Li&searchCol=0&searchVal=Fuxin%20Li
4645,Borzoo Bonakdarpour,Michigan State University,sec,University of Isfahan,Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Borzoo+Bonakdarpour&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Borzoo%20Bonakdarpour&searchCol=0&searchVal=Borzoo%20Bonakdarpour
4646,Arun Abraham Ross,Michigan State University,mlmining,Birla Institute of Technology and Science,Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Arun+Abraham+Ross&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Arun%20Abraham%20Ross&searchCol=0&searchVal=Arun%20Abraham%20Ross
4647,Muhammad Shahzad,North Carolina State University,comm,National University of Sciences and Technology,Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Muhammad+Shahzad&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Muhammad%20Shahzad&searchCol=0&searchVal=Muhammad%20Shahzad
4648,Mehrdad Mahdavi,Pennsylvania State University,mlmining,Amirkabir University of Technology,Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mehrdad+Mahdavi&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mehrdad%20Mahdavi&searchCol=0&searchVal=Mehrdad%20Mahdavi
4649,M. Zubair Shafiq,"University of California, Davis",sec,National University of Sciences and Technology,Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=M.+Zubair+Shafiq&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_M.%20Zubair%20Shafiq&searchCol=0&searchVal=M.%20Zubair%20Shafiq
4650,Tianbao Yang,Texas A&M University,mlmining,University of Science and Technology of China,Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Tianbao+Yang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Tianbao%20Yang&searchCol=0&searchVal=Tianbao%20Yang
4651,Patrick J. Flynn,University of Notre Dame,vision,Michigan State University,Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Patrick+J.+Flynn&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Patrick%20J.%20Flynn&searchCol=0&searchVal=Patrick%20J.%20Flynn
4652,Michael S. Waterman,University of Southern California,bio,Oregon State University,Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Michael+S.+Waterman&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Michael%20S.%20Waterman&searchCol=0&searchVal=Michael%20S.%20Waterman
4653,Gautam Biswas,Vanderbilt University,bed,"Kendriya Vidyalaya Indian Institute of Science, Bangalore",Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Gautam+Biswas&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Gautam%20Biswas&searchCol=0&searchVal=Gautam%20Biswas
4654,Ali Saberi,Washington State University,act,University of Tehran,Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ali+Saberi&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ali%20Saberi&searchCol=0&searchVal=Ali%20Saberi
4655,Xiaorui Liu,North Carolina State University,mlmining,South China University of Technology,Michigan State University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Xiaorui+Liu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Xiaorui%20Liu&searchCol=0&searchVal=Xiaorui%20Liu
4656,Jin Tian,Iowa State University,ai,Tsinghua University,University of California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jin+Tian&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jin%20Tian&searchCol=0&searchVal=Jin%20Tian
